id,shopCode,sku,productName,type,quantityBefore,quantityChange,quantityAfter,reason,timestamp,createdAt
"mov_xoapzqj8c","BR-03","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","88","-2","86","Customer Sale","2026-07-31T10:08:28.266Z","2026-07-31T10:08:28.266Z"
"mov_bzopesa5k","BR-03","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","86","-2","84","Customer Sale","2026-07-31T10:08:28.266Z","2026-07-31T10:08:28.266Z"
"mov_5zf9ntcwx","BR-03","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","0","-2","0","Customer Sale","2026-07-31T10:08:28.266Z","2026-07-31T10:08:28.266Z"
"mov_w6a2ipuin","BR-03","PER-DETERGENT-1KG","Laundry Detergent (1kg)","sale","15","-2","13","Customer Sale","2026-07-31T10:08:28.266Z","2026-07-31T10:08:28.266Z"
"mov_33vjzc9z0","BR-03","GRO-SUGAR-1KG","Sugar (1kg)","sale","74","-2","72","Customer Sale","2026-07-17T08:19:06.266Z","2026-07-17T08:19:06.266Z"
"mov_p7dmted9s","BR-03","GRO-RICE-5KG","Rice (5kg)","sale","41","-4","37","Customer Sale","2026-07-17T08:19:06.266Z","2026-07-17T08:19:06.266Z"
"mov_83waatalb","BR-03","PER-TISSUE","Tissue Box (150s)","sale","50","-3","47","Customer Sale","2026-07-17T08:19:06.266Z","2026-07-17T08:19:06.266Z"
"mov_3hv9ofkqe","BR-03","ELE-CABLE-C","Type-C Charging Cable","sale","66","-3","63","Customer Sale","2026-07-17T08:19:06.266Z","2026-07-17T08:19:06.266Z"
"mov_fp8r5foj5","BR-03","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","106","-4","102","Customer Sale","2026-07-21T13:14:37.266Z","2026-07-21T13:14:37.266Z"
"mov_4ry2z6lli","BR-03","PER-FACEWASH","Face Wash (100ml)","sale","108","-4","104","Customer Sale","2026-07-21T13:14:37.266Z","2026-07-21T13:14:37.266Z"
"mov_kwak6bdts","BR-03","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","92","-3","89","Customer Sale","2026-07-21T13:14:37.266Z","2026-07-21T13:14:37.266Z"
"mov_iqyeovodc","BR-03","GRO-MILK-1L","Milk Pack (1L)","sale","51","-4","47","Customer Sale","2026-07-21T13:14:37.266Z","2026-07-21T13:14:37.266Z"
"mov_s28te8ld2","BR-02","PER-DETERGENT-1KG","Laundry Detergent (1kg)","sale","95","-1","94","Customer Sale","2026-07-21T06:28:04.266Z","2026-07-21T06:28:04.266Z"
"mov_5qoiujuys","BR-02","ELE-CHARGER","Wall Charger (18W)","sale","72","-2","70","Customer Sale","2026-07-21T06:28:04.266Z","2026-07-21T06:28:04.266Z"
"mov_drhu6fe8x","BR-03","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","84","-1","83","Customer Sale","2026-08-07T06:34:27.266Z","2026-08-07T06:34:27.266Z"
"mov_mh2hmth8a","BR-03","ELE-POWERBANK","Power Bank (10000mAh)","sale","59","-3","56","Customer Sale","2026-08-07T06:34:27.266Z","2026-08-07T06:34:27.266Z"
"mov_l29i74dbh","BR-03","PER-SOAP","Hand Soap (100g)","sale","41","-1","40","Customer Sale","2026-08-07T06:34:27.266Z","2026-08-07T06:34:27.266Z"
"mov_vqqmdhqnx","BR-03","PER-FACEWASH","Face Wash (100ml)","sale","104","-1","103","Customer Sale","2026-08-07T06:34:27.266Z","2026-08-07T06:34:27.266Z"
"mov_8ekxnls7y","BR-03","GRO-SUGAR-1KG","Sugar (1kg)","sale","72","-3","69","Customer Sale","2026-08-07T06:34:27.266Z","2026-08-07T06:34:27.266Z"
"mov_j91rkyqzv","BR-03","PER-SOAP","Hand Soap (100g)","sale","40","-3","37","Customer Sale","2026-08-07T06:34:27.266Z","2026-08-07T06:34:27.266Z"
"mov_ymkm9oxc4","BR-02","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","16","-4","12","Customer Sale","2026-08-10T12:06:44.266Z","2026-08-10T12:06:44.266Z"
"mov_jcec0b36k","BR-02","GRO-RICE-5KG","Rice (5kg)","sale","57","-4","53","Customer Sale","2026-08-10T12:06:44.266Z","2026-08-10T12:06:44.266Z"
"mov_ik92rius5","BR-02","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","109","-1","108","Customer Sale","2026-08-10T12:06:44.266Z","2026-08-10T12:06:44.266Z"
"mov_v9wokl0ui","BR-02","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","12","-2","10","Customer Sale","2026-08-10T12:06:44.266Z","2026-08-10T12:06:44.266Z"
"mov_2gladi170","MAIN","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","72","-1","71","Customer Sale","2026-07-16T08:11:34.266Z","2026-07-16T08:11:34.266Z"
"mov_bmdail0aa","MAIN","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","78","-3","75","Customer Sale","2026-07-16T08:11:34.266Z","2026-07-16T08:11:34.266Z"
"mov_zrltnh8mh","MAIN","ELE-POWERBANK","Power Bank (10000mAh)","sale","51","-3","48","Customer Sale","2026-07-16T08:11:34.266Z","2026-07-16T08:11:34.266Z"
"mov_0s5qn2odz","MAIN","PER-DETERGENT-1KG","Laundry Detergent (1kg)","sale","85","-4","81","Customer Sale","2026-07-16T08:11:34.266Z","2026-07-16T08:11:34.266Z"
"mov_tb4c7dxzi","MAIN","BEV-JUICE-1L","Mango Juice (1L)","sale","44","-1","43","Customer Sale","2026-07-16T08:11:34.266Z","2026-07-16T08:11:34.266Z"
"mov_sz4z3b14e","BR-02","PER-TOOTHPASTE","Toothpaste (120g)","sale","54","-4","50","Customer Sale","2026-07-16T15:03:21.266Z","2026-07-16T15:03:21.266Z"
"mov_3uzim1ghi","BR-02","ELE-USB-32GB","USB Flash Drive 32GB","sale","75","-3","72","Customer Sale","2026-07-16T15:03:21.266Z","2026-07-16T15:03:21.266Z"
"mov_2hobre0v6","BR-02","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","55","-1","54","Customer Sale","2026-07-16T15:03:21.266Z","2026-07-16T15:03:21.266Z"
"mov_ih0c206s7","BR-03","GRO-TEA-900G","Tea (900g)","sale","95","-2","93","Customer Sale","2026-08-11T05:32:04.266Z","2026-08-11T05:32:04.266Z"
"mov_ikcw3xpqd","BR-03","BEV-JUICE-1L","Mango Juice (1L)","sale","31","-1","30","Customer Sale","2026-08-11T05:32:04.266Z","2026-08-11T05:32:04.266Z"
"mov_p973gr8gk","MAIN","ELE-CHARGER","Wall Charger (18W)","sale","43","-1","42","Customer Sale","2026-07-18T16:48:57.266Z","2026-07-18T16:48:57.266Z"
"mov_s0viyv5mp","MAIN","ELE-POWERBANK","Power Bank (10000mAh)","sale","48","-2","46","Customer Sale","2026-07-18T16:48:57.266Z","2026-07-18T16:48:57.266Z"
"mov_6pasd33l2","BR-02","ELE-CHARGER","Wall Charger (18W)","sale","70","-4","66","Customer Sale","2026-07-15T06:36:34.266Z","2026-07-15T06:36:34.266Z"
"mov_9s10b0las","BR-02","GRO-OIL-1L","Cooking Oil (1L)","sale","22","-4","18","Customer Sale","2026-07-15T06:36:34.266Z","2026-07-15T06:36:34.266Z"
"mov_4b6of265e","BR-02","GRO-TEA-900G","Tea (900g)","sale","64","-4","60","Customer Sale","2026-07-15T06:36:34.266Z","2026-07-15T06:36:34.266Z"
"mov_8hvboc6x3","BR-02","PER-TOOTHPASTE","Toothpaste (120g)","sale","50","-2","48","Customer Sale","2026-07-15T06:36:34.266Z","2026-07-15T06:36:34.266Z"
"mov_9gw78kudj","BR-02","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","33","-4","29","Customer Sale","2026-07-15T06:36:34.266Z","2026-07-15T06:36:34.266Z"
"mov_r8jej63ra","MAIN","ELE-CABLE-C","Type-C Charging Cable","sale","54","-2","52","Customer Sale","2026-07-16T03:39:53.266Z","2026-07-16T03:39:53.266Z"
"mov_uleydkfhu","MAIN","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","68","-3","65","Customer Sale","2026-07-16T03:39:53.266Z","2026-07-16T03:39:53.266Z"
"mov_k14uocgn2","MAIN","GRO-SUGAR-1KG","Sugar (1kg)","sale","40","-1","39","Customer Sale","2026-08-06T03:49:47.266Z","2026-08-06T03:49:47.266Z"
"mov_3q9jye6ev","MAIN","PER-TISSUE","Tissue Box (150s)","sale","22","-4","18","Customer Sale","2026-08-06T03:49:47.266Z","2026-08-06T03:49:47.266Z"
"mov_6tsqehu4f","MAIN","ELE-USB-32GB","USB Flash Drive 32GB","sale","74","-2","72","Customer Sale","2026-08-06T03:49:47.266Z","2026-08-06T03:49:47.266Z"
"mov_aadv9tdqw","MAIN","GRO-RICE-5KG","Rice (5kg)","sale","54","-1","53","Customer Sale","2026-08-06T03:49:47.266Z","2026-08-06T03:49:47.266Z"
"mov_gf7emwp91","MAIN","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","105","-2","103","Customer Sale","2026-08-06T03:49:47.266Z","2026-08-06T03:49:47.266Z"
"mov_kt4mofmgb","MAIN","ELE-EARBUDS","Wireless Earbuds","sale","53","-1","52","Customer Sale","2026-08-06T03:49:47.266Z","2026-08-06T03:49:47.266Z"
"mov_4ozupeodv","BR-03","GRO-TEA-900G","Tea (900g)","sale","93","-2","91","Customer Sale","2026-07-29T12:57:36.266Z","2026-07-29T12:57:36.266Z"
"mov_85p42oz8s","BR-03","GRO-RICE-5KG","Rice (5kg)","sale","37","-4","33","Customer Sale","2026-07-29T12:57:36.266Z","2026-07-29T12:57:36.266Z"
"mov_021nreg7i","BR-03","GRO-OIL-1L","Cooking Oil (1L)","sale","81","-4","77","Customer Sale","2026-07-29T12:57:36.266Z","2026-07-29T12:57:36.266Z"
"mov_chr1ukoam","BR-03","GRO-SUGAR-1KG","Sugar (1kg)","sale","69","-1","68","Customer Sale","2026-07-29T12:57:36.266Z","2026-07-29T12:57:36.266Z"
"mov_g9b8c9pn3","BR-03","GRO-TEA-900G","Tea (900g)","sale","91","-3","88","Customer Sale","2026-07-29T12:57:36.266Z","2026-07-29T12:57:36.266Z"
"mov_2eh2pgix0","BR-03","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","93","-4","89","Customer Sale","2026-07-29T12:57:36.266Z","2026-07-29T12:57:36.266Z"
"mov_b0iibmv6p","MAIN","GRO-SUGAR-1KG","Sugar (1kg)","sale","39","-4","35","Customer Sale","2026-08-02T10:01:03.266Z","2026-08-02T10:01:03.266Z"
"mov_n2xzkldxv","MAIN","GRO-OIL-1L","Cooking Oil (1L)","sale","87","-2","85","Customer Sale","2026-08-02T10:01:03.266Z","2026-08-02T10:01:03.266Z"
"mov_70l7kbnpv","MAIN","ELE-CABLE-C","Type-C Charging Cable","sale","52","-2","50","Customer Sale","2026-08-02T10:01:03.266Z","2026-08-02T10:01:03.266Z"
"mov_j6dji66ej","MAIN","GRO-RICE-5KG","Rice (5kg)","sale","53","-2","51","Customer Sale","2026-07-15T07:31:41.266Z","2026-07-15T07:31:41.266Z"
"mov_r10qvhlkw","MAIN","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","71","-2","69","Customer Sale","2026-07-15T07:31:41.266Z","2026-07-15T07:31:41.266Z"
"mov_u5dyc36g8","MAIN","PER-SOAP","Hand Soap (100g)","sale","48","-3","45","Customer Sale","2026-07-15T07:31:41.266Z","2026-07-15T07:31:41.266Z"
"mov_7pua1z756","MAIN","PER-TOOTHPASTE","Toothpaste (120g)","sale","103","-1","102","Customer Sale","2026-07-15T07:31:41.266Z","2026-07-15T07:31:41.266Z"
"mov_nxcloqhy0","MAIN","GRO-TEA-900G","Tea (900g)","sale","18","-3","15","Customer Sale","2026-07-15T07:31:41.266Z","2026-07-15T07:31:41.266Z"
"mov_wpj1twx6f","MAIN","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","62","-4","58","Customer Sale","2026-07-15T07:31:41.266Z","2026-07-15T07:31:41.266Z"
"mov_8tm9fo50e","BR-02","ELE-CHARGER","Wall Charger (18W)","sale","66","-1","65","Customer Sale","2026-07-24T09:45:18.266Z","2026-07-24T09:45:18.266Z"
"mov_u7fv6q1gj","BR-02","BEV-CHIPS-L","Potato Chips (Large)","sale","89","-3","86","Customer Sale","2026-07-24T09:45:18.266Z","2026-07-24T09:45:18.266Z"
"mov_9y2769h5g","BR-02","ELE-CABLE-C","Type-C Charging Cable","sale","70","-2","68","Customer Sale","2026-07-24T09:45:18.266Z","2026-07-24T09:45:18.266Z"
"mov_u302ouf3p","BR-02","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","108","-3","105","Customer Sale","2026-07-24T09:45:18.266Z","2026-07-24T09:45:18.266Z"
"mov_rf84rfgmz","BR-03","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","45","-2","43","Customer Sale","2026-07-25T15:34:00.266Z","2026-07-25T15:34:00.266Z"
"mov_bqtgipc5j","BR-03","BEV-CHIPS-L","Potato Chips (Large)","sale","30","-2","28","Customer Sale","2026-07-25T15:34:00.266Z","2026-07-25T15:34:00.266Z"
"mov_eajpyxtz5","BR-03","GRO-RICE-5KG","Rice (5kg)","sale","33","-2","31","Customer Sale","2026-07-25T15:34:00.266Z","2026-07-25T15:34:00.266Z"
"mov_j1izsfjxa","BR-03","ELE-POWERBANK","Power Bank (10000mAh)","sale","56","-4","52","Customer Sale","2026-07-25T15:34:00.266Z","2026-07-25T15:34:00.266Z"
"mov_i8vm9yjmt","MAIN","GRO-SUGAR-1KG","Sugar (1kg)","sale","35","-3","32","Customer Sale","2026-07-28T15:37:56.266Z","2026-07-28T15:37:56.266Z"
"mov_a874p9008","MAIN","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","78","-2","76","Customer Sale","2026-07-28T15:37:56.266Z","2026-07-28T15:37:56.266Z"
"mov_v5ihklh2o","MAIN","PER-TISSUE","Tissue Box (150s)","sale","18","-2","16","Customer Sale","2026-07-28T15:37:56.266Z","2026-07-28T15:37:56.266Z"
"mov_2h4g4onwz","BR-03","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","43","-1","42","Customer Sale","2026-07-27T10:07:36.266Z","2026-07-27T10:07:36.266Z"
"mov_wcsbgg2q0","BR-03","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","102","-3","99","Customer Sale","2026-07-27T10:07:36.266Z","2026-07-27T10:07:36.266Z"
"mov_zjbcqs06r","BR-03","ELE-CABLE-C","Type-C Charging Cable","sale","63","-3","60","Customer Sale","2026-07-27T10:07:36.266Z","2026-07-27T10:07:36.266Z"
"mov_khwrhpmyb","BR-03","PER-FACEWASH","Face Wash (100ml)","sale","103","-1","102","Customer Sale","2026-07-27T10:07:36.266Z","2026-07-27T10:07:36.266Z"
"mov_nlwvkr4t6","BR-03","BEV-CHIPS-L","Potato Chips (Large)","sale","28","-4","24","Customer Sale","2026-07-19T09:41:57.266Z","2026-07-19T09:41:57.266Z"
"mov_rgu7k71w3","BR-03","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","89","-4","85","Customer Sale","2026-07-19T09:41:57.266Z","2026-07-19T09:41:57.266Z"
"mov_4afm5di2v","BR-03","GRO-MILK-1L","Milk Pack (1L)","sale","47","-1","46","Customer Sale","2026-07-19T09:41:57.266Z","2026-07-19T09:41:57.266Z"
"mov_7dsyi36hz","BR-03","PER-FACEWASH","Face Wash (100ml)","sale","102","-1","101","Customer Sale","2026-07-19T09:41:57.266Z","2026-07-19T09:41:57.266Z"
"mov_ml2w7u6q3","BR-03","ELE-CABLE-C","Type-C Charging Cable","sale","60","-4","56","Customer Sale","2026-07-19T09:41:57.266Z","2026-07-19T09:41:57.266Z"
"mov_qe838v47d","BR-03","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","99","-4","95","Customer Sale","2026-07-19T09:41:57.266Z","2026-07-19T09:41:57.266Z"
"mov_h51cqpt8c","BR-03","PER-DETERGENT-1KG","Laundry Detergent (1kg)","sale","13","-3","10","Customer Sale","2026-07-22T11:03:14.266Z","2026-07-22T11:03:14.266Z"
"mov_6zh834v62","BR-03","GRO-RICE-5KG","Rice (5kg)","sale","31","-2","29","Customer Sale","2026-07-22T11:03:14.266Z","2026-07-22T11:03:14.266Z"
"mov_qehui8u0k","BR-03","GRO-RICE-5KG","Rice (5kg)","sale","29","-1","28","Customer Sale","2026-07-22T11:03:14.266Z","2026-07-22T11:03:14.266Z"
"mov_b66ajfb4b","BR-03","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","95","-1","94","Customer Sale","2026-07-22T11:03:14.266Z","2026-07-22T11:03:14.266Z"
"mov_2a7jho82g","MAIN","BEV-CHIPS-L","Potato Chips (Large)","sale","22","-4","18","Customer Sale","2026-07-14T11:33:09.266Z","2026-07-14T11:33:09.266Z"
"mov_199hnd2ux","MAIN","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","103","-1","102","Customer Sale","2026-07-14T11:33:09.266Z","2026-07-14T11:33:09.266Z"
"mov_a047ctxdd","MAIN","PER-SOAP","Hand Soap (100g)","sale","45","-1","44","Customer Sale","2026-07-14T11:33:09.266Z","2026-07-14T11:33:09.266Z"
"mov_nn0ibum3h","MAIN","GRO-RICE-5KG","Rice (5kg)","sale","51","-2","49","Customer Sale","2026-07-14T11:33:09.266Z","2026-07-14T11:33:09.266Z"
"mov_vsfnju98a","MAIN","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","65","-4","61","Customer Sale","2026-07-14T11:33:09.266Z","2026-07-14T11:33:09.266Z"
"mov_w2ypu9bug","MAIN","ELE-POWERBANK","Power Bank (10000mAh)","sale","46","-4","42","Customer Sale","2026-08-03T08:52:23.266Z","2026-08-03T08:52:23.266Z"
"mov_ivd69sn6n","MAIN","PER-TOOTHPASTE","Toothpaste (120g)","sale","102","-1","101","Customer Sale","2026-08-03T08:52:23.266Z","2026-08-03T08:52:23.266Z"
"mov_iux9aall6","MAIN","ELE-CHARGER","Wall Charger (18W)","sale","42","-1","41","Customer Sale","2026-08-03T08:52:23.266Z","2026-08-03T08:52:23.266Z"
"mov_sl09vzypk","MAIN","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","86","-3","83","Customer Sale","2026-08-03T08:52:23.266Z","2026-08-03T08:52:23.266Z"
"mov_w75p22ciq","BR-03","ELE-POWERBANK","Power Bank (10000mAh)","sale","52","-2","50","Customer Sale","2026-07-28T08:01:53.266Z","2026-07-28T08:01:53.266Z"
"mov_lvnc4fhnw","BR-03","ELE-CABLE-C","Type-C Charging Cable","sale","56","-3","53","Customer Sale","2026-07-28T08:01:53.266Z","2026-07-28T08:01:53.266Z"
"mov_4i0id911c","MAIN","ELE-USB-32GB","USB Flash Drive 32GB","sale","72","-2","70","Customer Sale","2026-08-05T05:41:39.266Z","2026-08-05T05:41:39.266Z"
"mov_eapgby2l4","MAIN","PER-TISSUE","Tissue Box (150s)","sale","16","-1","15","Customer Sale","2026-08-05T05:41:39.266Z","2026-08-05T05:41:39.266Z"
"mov_ifweu3kww","MAIN","BEV-JUICE-1L","Mango Juice (1L)","sale","43","-1","42","Customer Sale","2026-08-05T05:41:39.266Z","2026-08-05T05:41:39.266Z"
"mov_jrgxy0c8y","MAIN","GRO-TEA-900G","Tea (900g)","sale","15","-2","13","Customer Sale","2026-08-05T05:41:39.266Z","2026-08-05T05:41:39.266Z"
"mov_90qy35b96","MAIN","PER-TOOTHPASTE","Toothpaste (120g)","sale","101","-1","100","Customer Sale","2026-08-05T05:41:39.266Z","2026-08-05T05:41:39.266Z"
"mov_6y9lo92qq","MAIN","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","75","-2","73","Customer Sale","2026-07-28T03:59:41.266Z","2026-07-28T03:59:41.266Z"
"mov_vwu7jz1ez","MAIN","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","61","-4","57","Customer Sale","2026-07-28T03:59:41.266Z","2026-07-28T03:59:41.266Z"
"mov_c8xedvdb3","MAIN","ELE-USB-32GB","USB Flash Drive 32GB","sale","70","-4","66","Customer Sale","2026-07-28T03:59:41.266Z","2026-07-28T03:59:41.266Z"
"mov_4hmxeou2w","MAIN","ELE-CABLE-C","Type-C Charging Cable","sale","50","-2","48","Customer Sale","2026-07-28T03:59:41.266Z","2026-07-28T03:59:41.266Z"
"mov_gmfkxyyhj","MAIN","GRO-OIL-1L","Cooking Oil (1L)","sale","85","-3","82","Customer Sale","2026-07-28T15:18:56.267Z","2026-07-28T15:18:56.267Z"
"mov_kef0m3l03","MAIN","ELE-CHARGER","Wall Charger (18W)","sale","41","-1","40","Customer Sale","2026-07-28T15:18:56.267Z","2026-07-28T15:18:56.267Z"
"mov_ssrypp2ug","MAIN","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","83","-2","81","Customer Sale","2026-07-28T15:18:56.267Z","2026-07-28T15:18:56.267Z"
"mov_m91ivfy56","MAIN","PER-SOAP","Hand Soap (100g)","sale","44","-4","40","Customer Sale","2026-07-28T15:18:56.267Z","2026-07-28T15:18:56.267Z"
"mov_1jdnm7x84","BR-03","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","85","-4","81","Customer Sale","2026-07-20T11:42:00.267Z","2026-07-20T11:42:00.267Z"
"mov_7vn4rcpdv","BR-03","PER-FACEWASH","Face Wash (100ml)","sale","101","-1","100","Customer Sale","2026-07-20T11:42:00.267Z","2026-07-20T11:42:00.267Z"
"mov_m6q2lpf5q","BR-02","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","10","-2","8","Customer Sale","2026-07-30T10:10:47.267Z","2026-07-30T10:10:47.267Z"
"mov_b8b730xp7","BR-02","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","8","-3","5","Customer Sale","2026-07-30T10:10:47.267Z","2026-07-30T10:10:47.267Z"
"mov_8tb3xgf1m","BR-02","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","54","-4","50","Customer Sale","2026-07-30T10:10:47.267Z","2026-07-30T10:10:47.267Z"
"mov_1hi2suxcl","BR-03","PER-SOAP","Hand Soap (100g)","sale","37","-2","35","Customer Sale","2026-07-28T14:38:53.267Z","2026-07-28T14:38:53.267Z"
"mov_om6hadidk","BR-03","ELE-CHARGER","Wall Charger (18W)","sale","108","-4","104","Customer Sale","2026-07-28T14:38:53.267Z","2026-07-28T14:38:53.267Z"
"mov_rla198qlt","BR-03","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","0","-3","0","Customer Sale","2026-07-28T14:38:53.267Z","2026-07-28T14:38:53.267Z"
"mov_v5n2zjlos","BR-03","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","0","-1","0","Customer Sale","2026-07-28T14:38:53.267Z","2026-07-28T14:38:53.267Z"
"mov_d4g5vta9f","BR-03","ELE-POWERBANK","Power Bank (10000mAh)","sale","50","-4","46","Customer Sale","2026-07-28T14:38:53.267Z","2026-07-28T14:38:53.267Z"
"mov_svcg69mgj","BR-03","ELE-POWERBANK","Power Bank (10000mAh)","sale","46","-3","43","Customer Sale","2026-07-28T14:38:53.267Z","2026-07-28T14:38:53.267Z"
"mov_kdwnt4geo","BR-03","BEV-CHIPS-L","Potato Chips (Large)","sale","24","-4","20","Customer Sale","2026-07-22T15:41:26.267Z","2026-07-22T15:41:26.267Z"
"mov_a6duaacjo","BR-03","GRO-OIL-1L","Cooking Oil (1L)","sale","77","-4","73","Customer Sale","2026-07-22T15:41:26.267Z","2026-07-22T15:41:26.267Z"
"mov_psbfrocil","BR-03","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","89","-4","85","Customer Sale","2026-07-22T15:41:26.267Z","2026-07-22T15:41:26.267Z"
"mov_gvph3rwkr","BR-03","GRO-TEA-900G","Tea (900g)","sale","88","-2","86","Customer Sale","2026-07-22T15:41:26.267Z","2026-07-22T15:41:26.267Z"
"mov_ryp6dpeyi","BR-03","PER-FACEWASH","Face Wash (100ml)","sale","100","-2","98","Customer Sale","2026-07-22T15:41:26.267Z","2026-07-22T15:41:26.267Z"
"mov_iuc3oyawz","BR-03","GRO-MILK-1L","Milk Pack (1L)","sale","46","-1","45","Customer Sale","2026-07-22T15:41:26.267Z","2026-07-22T15:41:26.267Z"
"mov_1qrxuayx9","BR-02","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","52","-1","51","Customer Sale","2026-07-26T06:54:29.267Z","2026-07-26T06:54:29.267Z"
"mov_wjqy9gci9","BR-02","GRO-OIL-1L","Cooking Oil (1L)","sale","18","-3","15","Customer Sale","2026-07-26T06:54:29.267Z","2026-07-26T06:54:29.267Z"
"mov_ra9x7i81u","BR-02","ELE-CABLE-C","Type-C Charging Cable","sale","68","-4","64","Customer Sale","2026-07-26T06:54:29.267Z","2026-07-26T06:54:29.267Z"
"mov_317akujq8","BR-02","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","51","-3","48","Customer Sale","2026-07-26T06:54:29.267Z","2026-07-26T06:54:29.267Z"
"mov_y4krf62ht","BR-02","ELE-EARBUDS","Wireless Earbuds","sale","33","-4","29","Customer Sale","2026-07-26T06:54:29.267Z","2026-07-26T06:54:29.267Z"
"mov_hyaanr5th","BR-02","GRO-TEA-900G","Tea (900g)","sale","60","-3","57","Customer Sale","2026-07-26T06:54:29.267Z","2026-07-26T06:54:29.267Z"
"mov_66spwi1wk","BR-03","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","94","-1","93","Customer Sale","2026-07-16T09:03:38.267Z","2026-07-16T09:03:38.267Z"
"mov_aejuwomh9","BR-03","ELE-POWERBANK","Power Bank (10000mAh)","sale","43","-3","40","Customer Sale","2026-07-16T09:03:38.267Z","2026-07-16T09:03:38.267Z"
"mov_x6x1r0cfy","BR-03","GRO-TEA-900G","Tea (900g)","sale","86","-2","84","Customer Sale","2026-07-16T09:03:38.267Z","2026-07-16T09:03:38.267Z"
"mov_1hqnwhe8l","MAIN","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","69","-4","65","Customer Sale","2026-07-16T10:55:51.267Z","2026-07-16T10:55:51.267Z"
"mov_uf9ek4lbi","MAIN","ELE-EARBUDS","Wireless Earbuds","sale","52","-4","48","Customer Sale","2026-07-16T10:55:51.267Z","2026-07-16T10:55:51.267Z"
"mov_m9t9z77ky","MAIN","GRO-RICE-5KG","Rice (5kg)","sale","49","-1","48","Customer Sale","2026-07-16T10:55:51.267Z","2026-07-16T10:55:51.267Z"
"mov_rxzyzda0l","MAIN","PER-FACEWASH","Face Wash (100ml)","sale","82","-2","80","Customer Sale","2026-07-16T10:55:51.267Z","2026-07-16T10:55:51.267Z"
"mov_9kjv4cmzv","MAIN","BEV-CHIPS-L","Potato Chips (Large)","sale","18","-2","16","Customer Sale","2026-07-16T10:55:51.267Z","2026-07-16T10:55:51.267Z"
"mov_wizcn4oak","MAIN","PER-TISSUE","Tissue Box (150s)","sale","15","-3","12","Customer Sale","2026-08-11T14:59:45.267Z","2026-08-11T14:59:45.267Z"
"mov_3vmnmcygv","MAIN","PER-SOAP","Hand Soap (100g)","sale","40","-1","39","Customer Sale","2026-08-11T14:59:45.267Z","2026-08-11T14:59:45.267Z"
"mov_nbgto4lrl","MAIN","PER-TOOTHPASTE","Toothpaste (120g)","sale","100","-4","96","Customer Sale","2026-08-11T14:59:45.267Z","2026-08-11T14:59:45.267Z"
"mov_vza5vnu6r","MAIN","GRO-OIL-1L","Cooking Oil (1L)","sale","82","-4","78","Customer Sale","2026-08-11T14:59:45.267Z","2026-08-11T14:59:45.267Z"
"mov_5ko4fx0my","MAIN","GRO-TEA-900G","Tea (900g)","sale","13","-3","10","Customer Sale","2026-08-11T14:59:45.267Z","2026-08-11T14:59:45.267Z"
"mov_5mo4meu07","MAIN","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","76","-3","73","Customer Sale","2026-08-11T14:59:45.267Z","2026-08-11T14:59:45.267Z"
